yelp_id,gmaps_id,gmaps_name,gmaps_address,gmaps_city,gmaps_zipcode,gmaps_latitude,gmaps_longitude,yelp_rating,yelp_rating_count,gmaps_rating,gmaps_rating_count,composite_score,yelp_types,gmaps_types,has at least one type (yelp/google)
APIiNdsU03iq9X8xM5VxxQ,ChIJ9QWNccwJ9YgR76EHPFweQSg,Little Szechuan,2863 Buford Hwy NE,Atlanta,30329,33.8316635,-84.3417941,2.5,82,3.4,85,0.4698366148,"Szechuan, Chinese, Restaurants",,1
5URXHW7YwPvt4bdOWlX2kA,ChIJjdc6T8IF9YgRLCUZ4_cbnMo,Taco Mac Lindbergh,573 Main St,Atlanta,30324,33.8222811,-84.368312,2.5,368,3.8,1023,0.5587278227,"American (Traditional), Sports Bars, Restaurants, Nightlife, Bars, Mexican, Chicken Wings",,1
9wjf3a7XnlOvtsScSdL4VQ,ChIJ3095cIAD9YgR7sHKyDkK1nc,CNN Foodcourt,"CNN Center, 1 CNN Center",Atlanta,30303,33.7577867,-84.3947819,2.5,12,3.9,176,0.4986432242,"Fast Food, Mexican, Tex-Mex, Restaurants",,1
E-PMELxZYnQ8XYO1xl-TmA,ChIJAQAw3M8J9YgRv10iQEA6234,Hello Chicken,5295 Buford Hwy,Doraville,30340,33.8965565,-84.2809147,2.5,8,4.2,448,0.5326398185,"Restaurants, Chinese",,1
S9NvWyHUPsuYK7ObMV43pA,ChIJBfnCTtMH9YgRl4XWOkEDgbM,Desta Ethiopian Kitchen,3086 Briarcliff Rd NE,Atlanta,30329,33.8379129,-84.310383,4.5,1740,4.7,4662,0.8885334263,"Desserts, Ethiopian, Vegetarian, Restaurants, Sandwiches, Food, Active Life, Sports Clubs",,1
kqWcnI1Jfxi9Jc6Bcfkpyw,ChIJ39Ky096n9YgRznArv-Xm5js,Major League Bar & Grill,2077 Northlake Pkwy,Tucker,30084,33.8442089,-84.2439503,3,18,3.9,517,0.5656987226,"Bars, Nightlife, Sports Bars, Burgers, Restaurants, American (Traditional)",,1
gHku_SsNAUoakyEzFOg5oQ,ChIJs5ixaIkF9YgRWFF2_Fw0_oA,Bar Americano,56 E Andrews Dr NW,Atlanta,30305,33.843155,-84.380885,3.5,31,4.3,24,0.6322158075,"Italian, Pizza, Restaurants, Cocktail Bars, Nightlife, Bars",,1
BnXU-lNUEu6g1gyRW04Vlg,ChIJPR_EpIwF9YgR6tSlDA2Y-vs,Kale Me Crazy | Health Food Cafe Buckhead Atlanta,"3167 Peachtree Rd Suite F, Atlanta, GA 30305",Atlanta,30305,33.8404094,-84.3757097,3.5,66,4,212,0.6359622575,"Soup, Salad, Food, Event Planning & Services, American (New), Wraps, Sandwiches, Caterers, Juice Bars & Smoothies, Restaurants, Vegetarian","restaurant, food",1
FCkzQnBX1A1g8pddJpAObw,ChIJ_U7AYpYI9YgResaOi8HnVfI,Pour. Kitchen + Bar,"1418 Dresden Dr, Ste 170",Atlanta,30319,33.8609852,-84.3311815,3.5,124,4.4,182,0.6840387242,"Wine Bars, Shopping, Local Flavor, Nightlife, Bars, Beer, Wine & Spirits, Restaurants, Food, American (New), Gastropubs",,1
e60BTCKZ6f0oCEPossFmJg,ChIJv71mXjcd9YgRqFeFgCzX7pM,Atlanta Wings 2,2047 Stanton Rd,East Point,30344,33.6993398,-84.4489309,3,6,3.7,159,0.518006123,"Restaurants, Southern, Chicken Wings, American (Traditional)",,1
0pH_iTTqbqukxWAAe_VczQ,ChIJhx7z3QPj9IgRlsAR9K98mH8,Jamaica Jamaica Luxe,4801 Old National Hwy,College Park,30337,33.6244083,-84.474673,3.5,79,3.8,816,0.632703617,"Restaurants, Caribbean",,1
qn6_1BaidBEu5ubETL6Gjg,ChIJ-1uZVs8O9YgRKbL8occ3PP4,Sushi Nami Sandy Springs,"5610 Glenridge Dr, Sandy Springs, GA 30342",Sandy Springs,30342,33.90803,-84.3637741,3.5,228,4.2,454,0.682895539,"Restaurants, Japanese, Sushi Bars","restaurant, food",1
l0S-NH4orOpb1zIechesKg,ChIJC6BV_o4E9YgR5oynva9duEw,Wingnuts,768 Marietta St NW,Atlanta,30318,33.7732694,-84.4040778,3,115,4.2,955,0.6300930051,"Sandwiches, Wraps, Chicken Wings, Restaurants",,1
LLjr6DRSnN3Nnb-mnv9i3A,ChIJAZsm8z0E9YgRJX1qsTPsZHQ,Kiri,"931 Monroe Dr, Ste 101A",Atlanta,30308,33.779733,-84.3676,4,140,4.5,56,0.7337606776,"Restaurants, Korean, Food, Asian Fusion, Desserts, Japanese",,1
VRIBNeI1usIhzP9eYi6G6g,ChIJD5Opv4kD9YgRsG6N2R40kMI,SLICE,"75 Piedmont Ave NE, Ste 150",Atlanta,30303,33.7566188,-84.3820417,3.5,21,4.3,50,0.6338358,"Nightlife, American (New), Restaurants, Pizza, Bars",,1
1b-SIUJttFwlFWTfpp0Xqg,ChIJ48LtUkcD9YgRci6Eidk_8r0,Tassili's Raw Reality Café,1059 Ralph D Abernathy Blvd,Atlanta,30310,33.7384743,-84.4224619,4.5,656,4.5,3414,0.8502000277,"Live/Raw Food, Restaurants, Vegan",,1
kjYJiyhQSBQalXJPMsiQXA,ChIJhwIcs1gG9YgRM5QTWQw5tdY,Tin Lizzy's Cantina,1540 Ave Pl,Atlanta,30329,33.8011227,-84.3278197,3,183,3.8,385,0.587795498,"Bars, Tex-Mex, Restaurants, Mexican, Sports Bars, Nightlife, Food",,1
uJFnuF_nYebV_bfNsoGPrQ,ChIJpyxkGUIE9YgRRmccGlFXrkw,990 Piedmont Ave NE,990 Piedmont Ave,Atlanta,30309,33.7815196,-84.3809405,3.5,37,0,0,0.5571656666,"Beer, Wine & Spirits, Food, Restaurants, Lounges, Bars, American (New), Asian Fusion, French, Seafood, Nightlife, Sports Bars",,1
4ZAdbpvbqIsVRoy4pxC6Qg,ChIJ-WXn7aAG9YgRTMk6fpHME3M,Belly General Store,772 N Highland Ave NE,Atlanta,30306,33.775544,-84.3526985,3,130,3.5,10,0.5154946587,"Food Stands, Food, Coffee & Tea, Chocolatiers & Shops, Bagels, Nightlife, Desserts, Restaurants, Specialty Food, Convenience Stores",,1
UciTEZKGK9mYK4HORTfq5w,ChIJkTWgmrsH9YgRAPTtDi9gdN0,Chris' Pizza,2911 N Druid Hills Rd NE,Atlanta,30329,33.8158746,-84.3125316,3.5,141,4.1,321,0.6618958948,"Greek, Italian, Breakfast & Brunch, Restaurants, Pizza",,1
7BEDwblgBzI9neoqzbjmHg,ChIJG9oQ7GIa9YgR1l4R4IVB8kM,Wingstop,4715 S Atlanta Rd SE,Smyrna,30080,33.8384198,-84.4814791,3,81,3.8,758,0.5823193832,"Restaurants, Chicken Wings",,1
OiL_-avy0kyAuRJl2UxzUQ,ChIJzQeXm84J9YgRSNe8XRJ70_0,Pung Mie Chinese Restaurant,5145 Buford Hwy NE,Doraville,30340,33.893086,-84.2834563,3.5,18,0,0,0.5356987429,"Restaurants, Chinese, Food",,1
KqHES_Rr8btKCdz4RmpR_Q,ChIJkXJ3us0F9YgR3bUgier9-Cw,Grana,1835 Piedmont Ave NE,Atlanta,30324,33.8058865,-84.3669039,4,186,4.4,940,0.7573227918,"Restaurants, Sandwiches, Pizza, American (New), Italian",,1
2rJuCG9jaWQ_HiruVav3qA,ChIJJ1wJTksD9YgRIXq_HNWooY0,OMG Seafood ATL LLC,1540 Ralph David Albernathy Blvd,Atlanta,30310,33.7432601,-84.4379361,2.5,6,3.6,7,0.4268190562,"Seafood, Sandwiches, Salad, Restaurants",,1
132yO7WESdmCDc93CJ9iOQ,ChIJPR4S4mYE9YgREkOft_drHl8,Tiff's Treats Cookie Delivery,"Square on Fifth, 848 Spring St NW Ste B, Atlanta, GA 30308, United States",Atlanta,30308,33.7779464,-84.3889322,4.5,72,4.4,183,0.7757667232,"Desserts, Bakeries, Restaurants, Cafes, Food","bakery, restaurant, food",1
1WJH896e7eD9m0BO79vnwg,ChIJAQDQa6AG9YgRjKrM04MTpKU,Truva - Virginia Highland,"842 North Highland Avenue Northeast, Atlanta, GA 30306",Atlanta,30306,33.7774682,-84.3530981,4.5,102,4.5,784,0.8062007854,"Restaurants, Mediterranean, Turkish","restaurant, food",1
StT9nr41UcsXyNVDWr_F5g,ChIJleRIhCAE9YgR95H60z1Hk2Q,Taco Cowboy,1000 Virginia Ave NE,Atlanta,30306,33.782468,-84.354666,4,155,4.5,153,0.7456731708,"American (Traditional), Nightlife, Spanish, Tapas Bars, American (New), Restaurants, Tapas/Small Plates, Mexican, Cocktail Bars, Bars",,1
bHhj_lN2tnRYWqdsqoyDqw,ChIJB5ouZfKm9YgRIFaf4bEYL0k,Capri Italian American Cafe,3210 Tucker Norcross Rd,Tucker,30084,33.8834961,-84.2206277,3,5,5,1,0.6,"Italian, Restaurants",,1
s76JeIeYFXUQjgJG6eBLvw,ChIJ02b4gBAG9YgRVi9JQsxlw_k,Panera Bread,2311 N Druid Hills Rd NE,Atlanta,30329,33.8275804,-84.3313544,3,131,3.8,717,0.5891134589,"Soup, Food, Bakeries, Salad, Sandwiches, Restaurants, Bagels, Breakfast & Brunch",,1
mNrvpIkmS8imCRAUujyXxg,ChIJmVUeiYYD9YgRyDbbL4Kw9C8,32 Decatur St. SE,32 Decatur St SE,Atlanta,30303,33.7538583,-84.3885624,3,15,0,0,0.4303765019,"Mediterranean, Greek, Restaurants",,1
btAtjh_eFw-fyMz5Wvpr7w,ChIJGeNxG14H9YgRBwblujY0q3U,Our Way Cafe,2831 E College Ave,Decatur,30030,33.774645,-84.274028,4,109,4.4,130,0.7285790967,"Southern, Restaurants",,1
2mFCztBSJ_DpmfrK2uhbOQ,ChIJ-9zlXmgE9YgRR8e3vm-7J50,Anh's Kitchen,"855 Peachtree St NE, Unit 2",Atlanta,30308,33.7780079,-84.3842066,4,191,4.3,648,0.7438637849,"Restaurants, Vietnamese",,1
c2uQiD3TYJ2iwrcLnEQADQ,ChIJpc1yqP-79YgRAzGYm3VD5Bs,Frontera Mex-Mex Grill,1808 Powers Ferry Rd,Marietta,30067,33.9196664,-84.0157096,3,48,4.7,3594,0.6805375377,"Tex-Mex, Mexican, Restaurants",,1
BSWuysvusZL8-vjY85aTTQ,ChIJ40c1mM4J9YgRCAhHsICAZWk,King Skewer,"5150 Buford Hwy NE, Ste B199-1",Doraville,30340,33.8931701,-84.2855567,3.5,37,4.3,133,0.6523557802,"Chinese, Restaurants, Barbeque",,1
7dsQd_rO-czBs2bbVO-1Qw,ChIJd9gP-MoP9YgR-kaCsQvCa1c,Beard Papa's,"5920 Roswell Rd NE B107, Atlanta, GA 30328, United States",Atlanta,30328,33.9162957,-84.3799817,4.5,71,4.4,222,0.7775544048,"Desserts, Food, Restaurants, Bakeries, Cafes, Coffee & Tea","bakery, restaurant, food",1
87O_yo8r8IlG7e82-usSiw,ChIJPZ--sdoE9YgRLp5GjVlehNs,Bone Garden Cantina,"1425 Ellsworth Industrial Blvd, Ste 6",Atlanta,30318,33.7935312,-84.4259452,4,834,4.5,2391,0.8002059141,"Nightlife, Mexican, Restaurants, Bars, Cocktail Bars",,1
PCizbtQa1UZVT1WsUc6Ikw,ChIJd0QZoV8F9YgRxB3Cg2-wfWs,MattChews,800 Forrest St NW,Atlanta,30318,33.7540215,-84.379914,4.5,29,4.5,157,0.7704104576,"Food Delivery Services, Asian Fusion, American (Traditional), Food, Cheesesteaks, Sandwiches, Event Planning & Services, Restaurants, Caterers",,1
jUEHGO_Va5v5fJLIlmnDWQ,ChIJvY5ubD0H9YgR_l2TcByrgig,The Pinewood,254 W Ponce De Leon Ave,Decatur,30030,33.7754413,-84.2999046,4,416,4.4,320,0.7585449927,"Bars, Restaurants, Cocktail Bars, Southern, Nightlife, American (New)",,1
Z8SHbaXJbeqkw2E2h7cVeA,ChIJRSe-2hQD9YgRFSTyX79Ag6k,Mustard Seed BBQ Cascade,826 Westmont Rd SW,Atlanta,30311,33.732796,-84.4370914,4,6,3.9,116,0.6347476381,"Barbeque, Restaurants",,1
KpL9-SV01NxtN-3-R8FjaQ,ChIJ-1uZVs8O9YgRd6MMrVY28l4,QDOBA Mexican Eats,5610 Glenridge NE,Atlanta,30328,33.9081715,-84.3634639,4.5,16,4.2,539,0.7444093943,"Mexican, Restaurants",,1
jnlOLvfZ_2gleNyywR5xYQ,ChIJn2uzc10H9YgRC-BcXpL2fZE,Waffle House Museum,2719 E College Ave,Decatur,30030,33.7745551,-84.2784502,3.5,7,4.4,65,0.6308551764,"Local Flavor, Arts & Entertainment, Breakfast & Brunch, Museums, Diners, Restaurants, American (Traditional), Waffles",,1
Elxy6bYH6bKYpKbp7WOYfQ,ChIJP6i6NFsJ9YgRncrWDSw2Y14,Macaron Queen,"LUXURY WING FACING VON MAUR, PERIMETER MALL, 4400 Ashford Dunwoody Rd NE, Atlanta, GA 30346",Atlanta,30346,33.9232565,-84.3400292,4,46,4.2,100,0.6927040692,"American (New), Restaurants, Food, Desserts, Macarons, Specialty Food","bakery, bar, cafe, restaurant, food",1
bHKXsMG9Z4jQf746cV059g,ChIJgQ6iAIkD9YgRVb-mTQz1Gxc,Condesa Coffee,"145 Auburn Ave, Ste A",Atlanta,30303,33.7553913,-84.382821,4,44,4.5,106,0.72263147,"Bars, Nightlife, Food, Restaurants, Breakfast & Brunch, Coffee & Tea, Wine Bars",,1
lZa9qfR16YOQNvTrEaQ45Q,ChIJmfQ_6DQI9YgRNjTSzq0XyyQ,Pollo Al Carbón,2501 Chamblee-Tucker Rd,Chamblee,30341,33.8853882,-84.2864801,3.5,25,3.5,247,0.5728879287,"American (Traditional), Mexican, Food, Local Flavor, Restaurants",,1
hyv9d8KI3ATgS3C6pjxsPw,ChIJneucBAgE9YgRxybXwK1nq9A,The Irwin Street Market,"660 Irwin St NE, Atlanta, GA 30312, United States",Atlanta,30312,33.7578085,-84.3651913,3,33,4.5,68,0.613723644,"Breakfast & Brunch, Restaurants","cafe, food",1
oRd-WPqrHqTQMUldgYAyaw,ChIJJdkd51Sn9YgRgNkRmXKfDTI,Buzy Burrito Taqueria,"6829 Peachtree Industrial Blvd, ste c",Doraville,30360,33.9293481,-84.2670109,4,126,4.4,579,0.7462934717,"Nightlife, Tex-Mex, Mexican, Restaurants, Cocktail Bars, Bars",,1
6rzELGo2Y00d1D28xO30kw,ChIJ-wVuAvPj9IgRpQds0aDvjhk,The Real Milk & Honey,3719 Main St,College Park,30337,33.6537515,-84.4496948,4,448,4.1,2451,0.7508567253,"Breakfast & Brunch, Restaurants",,1
E_I8OEQbfgItgZp7qLnlDw,ChIJJ84XqGUQ9YgRT9-DESC6EeM,101 Steak,3621 Vinings Slope SE,Atlanta,30339,33.8652135,-84.4712861,4,196,4.6,938,0.7781073405,"Seafood, Wine Bars, Steakhouses, Restaurants, Bars, Desserts, Food, Nightlife",,1
JrBJZidStjCvx-qHyAinyw,ChIJuShIHeIE9YgRv8EvF4R7XNo,Which Wich Superior Sandwiches,"1801 Howell Mill Rd, Ste 520",Atlanta,30318,33.803956,-84.412388,3.5,27,4.2,189,0.6412620935,"Sandwiches, Restaurants",,1
BPgRSH4ZLR4i3QUkKCTkvg,ChIJAz1IDPgF9YgRsaid_nDH7Y8,Hovan Gourmet,3393 Peachtree Rd NE,Atlanta,30326,33.8451468,-84.361275,4,8,3.5,2,0.5604997666,"Middle Eastern, Restaurants, Mediterranean",,1
0sCfK-rjyfnjG0O7v6mz5g,ChIJ3UrsSzum9YgR-tBBvbfWFO4,Roly Poly Sandwiches,2337 Main St,Tucker,30084,33.8534396,-84.2142724,4,10,4.1,19,0.6433571399,"Restaurants, Sandwiches",,1
w9JtSDXTKsYe04yHyh_uDg,ChIJeR3OIG4E9YgRZkRfygT3OP4,Aloha Asian Bistro & Sushi,550 Piedmont Ave NE,Atlanta,30308,33.769496,-84.382308,3,101,3.6,89,0.5435018811,"Restaurants, Chinese, Sushi Bars, Japanese",,1
RqnjauYXImZu-S0YDcxqUw,ChIJG4N3NY8F9YgRG4qzlWEzwCE,Yebo Beach Haus,56 E Andrews Dr NW,Atlanta,30305,33.8429998,-84.3809992,4,7,4.4,640,0.704522141,"Bars, Tapas/Small Plates, Seafood, Restaurants, Nightlife",,1
uMzEwfFTQyzjG8nuxIyGwQ,ChIJYV6Lv1Md9YgRPoOxWFtF2I8,2801 E Point St,2801 East Point St,East Point,30344,33.6788491,-84.4421483,3,6,0,0,0.4047740811,"Restaurants, Thai",,1
l4yLq7itIFNCveWFgaQ1aA,ChIJEYvOwcwD9YgRgNawoHP9R7E,El Progreso #14,1460 Blvd SE,Atlanta,30315,33.7143706,-84.3683236,4.5,104,4.5,523,0.8022907446,"Specialty Food, Butcher, Ethnic Food, Food, Tacos, Convenience Stores, Restaurants, Mexican, Bakeries, Imported Food",,1
_5NwQNxARDnsPu3nBHdxSg,ChIJQcarkEwG9YgRT5Nzs6kdKXQ,Chai Peking Chinese Restaurant,2205 Lavista Rd NE,Atlanta,30329,33.8157937,-84.3141618,4,25,4.3,144,0.6973006661,"Chinese, Restaurants, Kosher",,1
9STKYeLeC1mWYq-M123Evg,ChIJzzPLP5QO9YgRZY9qZyGndtw,Canton Cooks,5984 Roswell Rd NE,Atlanta,30328,33.9185402,-84.3819093,3.5,399,4.1,615,0.6846861002,"Restaurants, Chinese",,1
QXGYT47tq5FQZuRAy11WYg,ChIJz5oGvF8P9YgRouWO_GXoYjg,Octane Coffee Bar,3423 Piedmont Rd NE,Atlanta,30305,33.8484152,-84.3734682,4,101,4.4,156,0.7292946587,"Cocktail Bars, Nightlife, Food, Cafes, Breakfast & Brunch, Coffee & Tea, Bars, Restaurants",,1
pTvnjXqZYFmwS0pwxb7O7Q,ChIJ9YhE1nAD9YgR3BXIMLhHmwg,Bahama Bay Conch Bar & Grille,349 Decatur St SE,Atlanta,30312,33.7498422,-84.3780754,3.5,72,3.8,72,0.6061424637,"Bars, Seafood, Caribbean, American (New), Restaurants, Lounges, Nightlife, Sports Bars",,1
DKOXz1VIlZTVA2OXJu5VhQ,ChIJRSuLHfoB9YgR2uNY95Pr2jA,Con Leche Coffee,"181 Flat Shoals Ave SE Unit 1, Atlanta, GA 30316",Atlanta,30316,33.7487522,-84.3528391,4.5,12,4.8,173,0.7884652626,"Food, Cafes, Restaurants, Bakeries, Coffee & Tea","cafe, food",1
qHgAdRIQezrKz0M1vlpo8Q,ChIJ3yo13MAF9YgRqYzB0IBg5gY,Florence Tavern,365 Peachtree Hills Ave,Atlanta,30305,33.8202473,-84.3730091,4,24,4.2,6,0.655140944,"Italian, Nightlife, Restaurants, Bars",,1
ytX9pVEpUu8ekdDHqHgzrA,ChIJE36wU0sD9YgR--mluWPLRUU,Big Apple Inn- Atlanta,1542 Ralph David Abernathy Blvd,Atlanta,30310,33.7432739,-84.438002,4,13,5,1,0.7262410048,"Food, Restaurants, Southern, American (New)",,1
#NAME?,ChIJ0-gA1hEG9YgRAnIMpSEHrB0,Waffle House,2812 Buford Hwy NE,Brookhaven,30329,33.8309515,-84.3439566,3,31,4.1,903,0.5995681929,"Breakfast & Brunch, Restaurants, American (New), Waffles, Diners, American (Traditional)",,1
BGnwF9DgMup3rD2jtX8jcA,ChIJyQtgL7gA9YgRu4DmEsOJWe8,Wats Crackin Garlic Crab,368 Candler Rd,Atlanta,30317,33.7497217,-84.3789875,3.5,279,4.2,2804,0.704944347,"Restaurants, Seafood",,1
tUVNtxV1wiNmAJ7TCAQxsg,ChIJtZLd93sL9YgRU80RKzES5SM,Wendy's,6240 Roswell Rd NE,Atlanta,30328,33.9854446,-84.3501104,2,16,3.3,987,0.4106985177,"Restaurants, Burgers, Fast Food",,1
w0zj3JaJDWrdqynIjO8s-A,ChIJ80e4NOSn9YgRlVMrUq2Nn0Q,Seasons at Northlake,"4800 Briarcliff Rd, Ste 2036",Atlanta,30345,33.8500621,-84.2584575,3,7,0,0,0.4089095783,"Diners, Local Flavor, Breakfast & Brunch, Restaurants",,1
yetpMUXy0uElmE2s0zRlQw,ChIJI3puANIR9YgRKWi196DELWA,Harry's Pizza & Subs,"2150 Powers Ferry Rd SE, Ste C",Atlanta,30339,33.9001165,-84.4488567,4,174,4.3,907,0.745924136,"Chicken Wings, Caterers, Sandwiches, Restaurants, Event Planning & Services, Pizza",,1
2q0CtZm02Tl04WFXO41AcQ,ChIJC7efM6QF9YgRWf5oIIe6an8,Georgia Grille,2290 Peachtree Rd NW,Atlanta,30309,33.817193,-84.3902818,4,117,4.2,52,0.7002457009,"Restaurants, Mexican, Tex-Mex, American (New)",,1
jx0yeEipLwhKDlwWcyGt9Q,ChIJs7HCJcIF9YgRk94oQU5xw_w,26 Thai Kitchen & Bar (Buckhead),"541 Main St NE F170, Atlanta, GA 30324",Atlanta,30324,33.8223078,-84.3691633,4.5,692,4.5,1054,0.8387975421,"Arts & Entertainment, Thai, Asian Fusion, Bars, Event Planning & Services, Nightlife, Jazz & Blues, Sports Bars, Cocktail Bars, Noodles, Beer Bar, Caterers, Restaurants","restaurant, food",1
xgb3B7NxhxIyv9mij_Tq7w,ChIJ5fYNeErj9IgRo1j3F2S7Doc,Blu Cantina Camp Creek,"3560 Camp Creek Pkwy, Ste 130",Atlanta,30344,33.6549205,-84.5057583,2.5,21,3.9,549,0.5185929307,"Restaurants, Mexican, Nightlife, Bars",,1
cfinY96X5n61BAsr13pbBg,ChIJCWFyi3IF9YgRqBiazvUtJrw,Drafts + Dogs,675 Ponce De Leon Ave NE,Atlanta,30308,33.7727676,-84.3657582,3.5,30,3.6,45,0.568072139,"Cocktail Bars, Hot Dogs, Restaurants, Nightlife, Bars",,1
wV9PRp_aYBI5s6BvWw224A,ChIJN6sU1uQT9YgRD5ByNlMofBM,Pizza Hut,"1480 Terrell Mill Rd, Ste E",Marietta,30067,33.950432,-84.5119576,1.5,22,3.3,469,0.3576448909,"Pizza, Chicken Wings, Restaurants, Italian",,1
86065Pe45fXK_QAxa9EcjQ,ChIJSwOnq4YD9YgRg1LgCrC2xdw,34 Peachtree St SW,34 Peachtree Street SW,Atlanta,30303,33.7548583,-84.3896605,4.5,8,0,0,0.7125573453,"Soul Food, Restaurants",,1
DJnHwEbx_i3SozhwX2Vxdw,ChIJ4_Ne2pYO9YgRS_3F9SFEcIQ,Mellow Mushroom Sandy Springs,6100 Roswell Rd,Sandy Springs,30328,33.9217872,-84.3795289,3.5,120,4.4,891,0.7000251204,"Sandwiches, Beer, Wine & Spirits, Bars, Nightlife, Vegan, Barbeque, Food, Pizza, Restaurants, American (New)",,1
otvlOrmbK6ROsZ6DuP3aUA,ChIJ_YwASboJ9YgRt8G8NXOe_pM,Wendy's,5621 Peachtree Ind Blvd,Chamblee,30341,33.9014392,-84.2979527,1.5,27,3.3,1008,0.3686444089,"Burgers, Fast Food, Restaurants",,1
7zE4mvhKNRx5A0cS3cUqpw,ChIJpaKz9wcK9YgRvnAxnqf6tSw,Maximo's Gyro & Kabob,"4947 Winters Chapel Rd, Ste 1",Dunwoody,30360,33.9414349,-84.2700874,4,70,4.5,356,0.7422366323,"Mediterranean, Restaurants, Greek, Middle Eastern, Persian/Iranian",,1
QlTpL5Gz_o9QT7HDUV4-5w,ChIJsZrxSU0d9YgR5WJOfcrpYXw,Dairy Queen Grill & Chill,1519 Norman Berry Rd,East Point,30344,33.684038,-84.4386052,2,13,3.6,730,0.4345556271,"Fast Food, Food, Restaurants, Burgers, Ice Cream & Frozen Yogurt",,1
Yo3je3-le_xTJYP8eiZjsQ,ChIJ0d6Ae66n9YgR5PZNIQRmN4M,Del Taco,4227 Lavista Rd,Tucker,30084,33.8461828,-84.2453707,3,30,3.5,1060,0.5407436749,"Restaurants, Mexican, Tacos, Fast Food",,1
YKmSwIu10P9kIWEcnXb_2g,ChIJ449Dg1kB9YgRrONBDFOEXgQ,Cook Out,403 Moreland Ave SE,Atlanta,30316,33.7431109,-84.3495188,3.5,226,4,4205,0.6859123394,"Fast Food, Restaurants, American (Traditional), Hot Dogs, Desserts, Burgers, Food",,1
jY3BW51eyl7RA3Jq2tlLAg,ChIJvXqBdYwF9YgRlCIFF7uIjTA,Dive Bar Buckhead,"3184 Roswell Rd NW, Atlanta, GA 30305",Atlanta,30305,33.842094,-84.3791506,2,69,3.7,286,0.459744853,"Nightlife, Pawn Shops, Pizza, Bars, Restaurants, Dive Bars, Shopping",bar,1
4SaBKJCdiD44G3iXuzDw3w,ChIJazt7nVcQ9YgRYYvr1CLe-Go,Family Wings & Philly,2754 Cumberland Blvd,Smyrna,30080,33.8857952,-84.477665,4,23,4.1,135,0.675394103,"Seafood, Sandwiches, American (New), Chicken Wings, Restaurants, Salad",,1
Pxa96lpGNtgoCmYjA8eEXw,ChIJ62Gpn40F9YgRLzvGuS7p5UA,Cabo Cantina,264 Pharr Rd NE,Atlanta,30305,33.8372134,-84.3780215,3,91,4,115,0.5845460434,"Sports Bars, Tacos, Mexican, Nightlife, Bars, Spanish, Latin American, Restaurants",,1
6cIdl2KQiHK82_9xot1Lyw,ChIJXSLbIF4H9YgR1_lTOVK-hDI,Waffle House,2850 E College Ave,Decatur,30030,33.7755466,-84.2737957,3,22,4.2,996,0.6054737741,"American (Traditional), Restaurants, Food, American (New), Breakfast & Brunch, Diners, Waffles",,1
opwwU4ZaAE26RbdL6aBSvw,ChIJC-IgzWkP9YgRtDcRrWssfus,Banana Leaf Thai Sushi Restaurant and Bar,"227 Sandy Springs Pl NE Suite 502, Sandy Springs, GA 30328",Sandy Springs,30328,33.9210395,-84.3829585,2.5,7,4.5,223,0.5535767153,"Italian, Restaurants","bar, meal_takeaway, restaurant, food",1
guh80cxNFxziGEdvX2-jWw,ChIJSzNm6qcF9YgRso6oq4sa43E,MemphisDivaqueenbbq,800 Forrest St NW,Atlanta,30318,33.7959856,-84.4139706,3.5,8,2.3,39,0.4174657395,"Food Trucks, Barbeque, Caterers, Event Planning & Services, Food, Chicken Wings, Restaurants, Soul Food",,1
Tr-8sVrdh9tfAsW7LaZ_Vg,ChIJa1Wsa2QP9YgRXwX_av3LTnQ,Tin Lizzy's Cantina,3639 Piedmont Rd NE,Atlanta,30305,33.8540834,-84.3819265,4,456,4.2,1164,0.7533828848,"Caterers, Bars, Mexican, Event Planning & Services, Tex-Mex, Sports Bars, Nightlife, Restaurants",,1
J6fjXfXxxIKDTDcBsR8MNw,ChIJfccvUrAG9YgRU56qURbDS78,Palacsinta,1404 McLendon Ave NE,Atlanta,30307,33.7650873,-84.3415056,4.5,15,4.8,27,0.7726621538,"Restaurants, Food, Desserts, Food Trucks, Hungarian, Creperies, Bakeries, Food Stands",,1
mm5dPXn4TOeu7YVV1eftxA,ChIJx-nO9KAG9YgRBm2RWDcZbqE,Atkins Park Restaurant & Bar - Virginia Highland,"794 North Highland Avenue Northeast, Atlanta, GA 30306",Atlanta,30306,33.7761465,-84.3527672,4,246,4.5,789,0.7698110822,"Nightlife, Soup, Restaurants, Bars, Salad, American (Traditional), Southern, American (New), Burgers","restaurant, food",1
LOIWJ_M9o_ssgBKhbMDgJg,ChIJh38lNV3i9IgRCyzJNFeEM9w,Sammy Cheezecake,3875 Washington Rd,East Point,30344,33.6501053,-84.4907115,4.5,109,4.7,1072,0.8304725463,"Desserts, Custom Cakes, Cheesesteaks, Restaurants, Food, Bakeries, Patisserie/Cake Shop",,1
jMghloFAxvE9KZjcmxK1cg,ChIJ7_gtVHQH9YgRoMnDpcIMrJk,First Watch,"2571 Blackmon Dr, Ste 100",Decatur,30033,33.7930024,-84.2879917,3.5,242,4.2,1860,0.6984783517,"American (Traditional), Breakfast & Brunch, Cafes, Restaurants",,1
